,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
4306,SP1,2023-11-12,Sevilla,Betis,1,1,D,0,0,D,13,14,4,6,18,14,9,5,1,1,0,0,2.05,3.5,3.6
4307,SP1,2023-11-12,Ath Madrid,Villarreal,3,1,H,1,1,D,25,11,10,7,8,8,6,3,0,2,0,0,1.36,5.5,7.5
4308,SP1,2023-11-24,Alaves,Granada,3,1,H,2,0,H,8,11,5,4,10,13,6,2,1,3,0,0,1.7,3.6,5.0
4309,SP1,2023-11-25,Ath Madrid,Mallorca,1,0,H,0,0,D,20,8,3,1,8,19,7,3,0,0,0,0,1.33,5.0,9.5
4310,SP1,2023-11-25,Valencia,Celta,0,0,D,0,0,D,8,13,0,1,13,7,5,7,3,2,0,0,2.2,3.25,3.5
4311,SP1,2023-11-25,Vallecano,Barcelona,1,1,D,1,0,H,10,15,4,4,23,13,1,4,3,4,0,0,5.25,4.0,1.65
4312,SP1,2023-11-25,Getafe,Almeria,2,1,H,2,1,H,18,13,5,4,12,8,3,6,2,4,0,0,1.65,3.75,5.5
4313,SP1,2023-11-26,Cadiz,Real Madrid,0,3,A,0,1,A,13,14,4,5,16,16,4,4,3,3,0,0,6.0,4.5,1.5
4314,SP1,2023-11-26,Betis,Las Palmas,1,0,H,1,0,H,12,15,6,4,7,12,7,6,1,2,0,0,1.7,3.75,5.25
4315,SP1,2023-11-26,Sociedad,Sevilla,2,1,H,2,0,H,11,8,8,2,22,8,4,4,2,1,0,2,1.75,3.6,4.75
4316,SP1,2023-11-26,Villarreal,Osasuna,3,1,H,0,0,D,10,15,3,7,9,14,2,4,0,0,0,0,2.15,3.5,3.3
4317,SP1,2023-11-27,Girona,Ath Bilbao,1,1,D,0,0,D,12,13,2,6,8,16,2,6,1,1,0,0,2.25,3.5,3.1
4318,SP1,2023-11-29,Mallorca,Cadiz,1,1,D,1,1,D,16,6,3,3,14,18,7,0,2,3,0,0,1.95,3.2,4.33
4319,SP1,2023-12-01,Las Palmas,Getafe,2,0,H,1,0,H,11,12,6,4,11,9,4,4,0,5,0,1,2.38,2.9,3.4
4320,SP1,2023-12-02,Real Madrid,Granada,2,0,H,1,0,H,11,1,4,0,10,12,6,0,2,1,0,0,1.17,8.0,15.0
4321,SP1,2023-12-02,Osasuna,Sociedad,1,1,D,1,1,D,9,17,3,5,12,10,1,8,3,3,0,0,3.4,3.25,2.2
4322,SP1,2023-12-02,Girona,Valencia,2,1,H,0,0,D,9,9,5,3,6,7,3,2,2,3,0,0,1.7,4.0,4.75
4323,SP1,2023-12-02,Ath Bilbao,Vallecano,4,0,H,1,0,H,9,11,4,3,15,11,7,2,1,2,0,0,1.57,4.2,5.75
4324,SP1,2023-12-03,Barcelona,Ath Madrid,1,0,H,1,0,H,13,9,2,4,17,12,7,2,5,4,0,0,2.0,3.75,3.5
4325,SP1,2023-12-03,Almeria,Betis,0,0,D,0,0,D,20,6,8,2,12,8,4,6,0,3,0,1,3.2,3.6,2.2
4326,SP1,2023-12-03,Mallorca,Alaves,0,0,D,0,0,D,7,7,3,4,16,15,5,4,4,2,0,0,2.45,3.0,3.25
4327,SP1,2023-12-03,Sevilla,Villarreal,1,1,D,0,0,D,18,5,4,4,6,16,8,4,3,2,0,0,2.0,3.6,3.6
4328,SP1,2023-12-04,Celta,Cadiz,1,1,D,0,1,A,26,2,7,1,14,18,12,1,1,6,0,1,1.57,3.8,6.5
4329,SP1,2023-12-08,Getafe,Valencia,1,0,H,0,0,D,8,3,6,0,15,14,7,0,2,4,1,2,2.6,2.9,3.1
4330,SP1,2023-12-09,Mallorca,Sevilla,1,0,H,1,0,H,6,19,3,5,15,6,4,12,2,2,0,0,2.75,3.1,2.75
4331,SP1,2023-12-09,Alaves,Las Palmas,0,1,A,0,1,A,19,9,5,2,13,13,12,3,3,4,0,0,2.1,3.0,4.2
4332,SP1,2023-12-09,Villarreal,Sociedad,0,3,A,0,3,A,20,16,4,5,10,22,5,3,2,1,0,0,3.4,3.4,2.1
4333,SP1,2023-12-09,Betis,Real Madrid,1,1,D,0,0,D,14,12,6,2,14,7,8,6,2,1,0,0,4.2,3.8,1.8
4334,SP1,2023-12-10,Barcelona,Girona,2,4,A,1,2,A,31,15,11,7,7,10,8,3,1,2,0,0,1.53,5.0,5.5
4335,SP1,2023-12-10,Ath Madrid,Almeria,2,1,H,2,0,H,13,19,4,5,13,11,3,15,1,0,0,0,1.22,6.5,12.0
4336,SP1,2023-12-10,Cadiz,Osasuna,1,1,D,1,0,H,12,13,5,5,15,16,2,4,1,2,0,0,2.9,3.1,2.55
4337,SP1,2023-12-11,Granada,Ath Bilbao,1,1,D,0,1,A,7,19,4,4,9,11,1,8,0,2,0,0,5.0,4.0,1.67
4338,SP1,2023-12-11,Vallecano,Celta,0,0,D,0,0,D,17,4,4,2,15,10,8,1,3,0,0,0,2.45,3.1,3.1
4339,SP1,2023-12-15,Osasuna,Vallecano,1,0,H,0,0,D,10,9,4,3,20,13,9,1,2,3,0,0,2.2,3.2,3.5
4340,SP1,2023-12-16,Valencia,Barcelona,1,1,D,0,0,D,11,16,4,8,9,11,4,6,1,2,0,0,5.0,3.8,1.67
4341,SP1,2023-12-16,Ath Bilbao,Ath Madrid,2,0,H,0,0,D,16,7,7,3,7,10,3,7,0,1,0,0,2.45,3.3,2.9
4342,SP1,2023-12-16,Sevilla,Getafe,0,3,A,0,2,A,12,14,4,7,18,18,4,2,3,3,0,0,1.95,3.4,4.2
4343,SP1,2023-12-16,Celta,Granada,1,0,H,1,0,H,11,7,4,2,20,18,7,1,6,2,1,0,1.67,4.0,5.0
4344,SP1,2023-12-17,Las Palmas,Cadiz,1,1,D,1,0,H,7,13,2,5,9,12,4,6,1,3,0,0,1.91,3.3,4.33
4345,SP1,2023-12-17,Sociedad,Betis,0,0,D,0,0,D,12,12,4,3,12,12,3,7,3,4,0,0,1.7,4.0,5.0
4346,SP1,2023-12-17,Real Madrid,Villarreal,4,1,H,2,0,H,22,3,9,1,14,12,11,0,2,3,0,0,1.29,6.0,9.0
4347,SP1,2023-12-17,Almeria,Mallorca,0,0,D,0,0,D,7,20,1,2,12,9,4,4,2,1,0,0,2.7,3.2,2.7
4348,SP1,2023-12-18,Girona,Alaves,3,0,H,2,0,H,9,12,4,2,9,7,3,2,0,1,0,0,1.53,4.0,6.5
4349,SP1,2023-12-19,Ath Madrid,Getafe,3,3,D,1,0,H,8,29,4,9,7,14,1,12,3,3,1,0,1.45,4.33,7.5
4350,SP1,2023-12-19,Vallecano,Valencia,0,1,A,0,0,D,7,8,1,3,16,18,8,1,1,5,0,1,2.2,3.2,3.5
4351,SP1,2023-12-19,Granada,Sevilla,0,3,A,0,2,A,12,12,3,5,10,18,6,4,2,1,0,0,2.8,3.4,2.5
4352,SP1,2023-12-20,Villarreal,Celta,3,2,H,2,0,H,12,15,8,5,16,15,4,7,2,4,0,0,2.4,3.6,2.88
4353,SP1,2023-12-20,Ath Bilbao,Las Palmas,1,0,H,0,0,D,19,5,10,1,12,11,5,2,1,3,0,0,1.36,5.0,7.0
4354,SP1,2023-12-20,Barcelona,Almeria,3,2,H,1,1,D,30,10,11,5,16,9,12,0,3,3,0,0,1.14,8.5,15.0
4355,SP1,2023-12-21,Alaves,Real Madrid,0,1,A,0,0,D,8,9,2,4,18,13,3,3,3,1,0,1,5.75,4.0,1.53
4356,SP1,2023-12-21,Betis,Girona,1,1,D,0,1,A,21,12,4,4,6,9,7,6,2,2,0,0,2.8,3.5,2.38
4357,SP1,2023-12-21,Mallorca,Osasuna,3,2,H,1,1,D,15,12,8,7,11,12,6,0,3,1,0,0,2.3,2.9,3.3
4358,SP1,2023-12-21,Cadiz,Sociedad,0,0,D,0,0,D,10,8,2,1,16,15,7,5,3,1,0,0,4.75,3.1,1.75
4359,SP1,2023-12-23,Ath Madrid,Sevilla,1,0,H,0,0,D,12,8,4,2,12,19,6,5,7,3,1,0,1.53,4.33,5.75
4360,SP1,2024-01-02,Sociedad,Alaves,1,1,D,0,0,D,16,7,6,2,9,17,6,4,4,4,1,0,1.6,3.75,6.5
4361,SP1,2024-01-02,Getafe,Vallecano,0,2,A,0,1,A,5,12,0,8,16,16,2,3,6,3,2,0,2.38,3.0,3.3
4362,SP1,2024-01-02,Valencia,Villarreal,3,1,H,2,0,H,11,8,8,4,12,15,4,3,2,5,0,0,2.05,3.5,3.6
4363,SP1,2024-01-03,Girona,Ath Madrid,4,3,H,3,2,H,17,18,9,12,8,10,7,8,0,1,0,0,2.55,3.6,2.63
4364,SP1,2024-01-03,Celta,Betis,2,1,H,1,1,D,19,14,6,3,10,12,8,7,0,2,0,0,2.4,3.3,3.0
4365,SP1,2024-01-03,Granada,Cadiz,2,0,H,1,0,H,15,15,8,2,17,16,5,6,3,4,0,1,2.25,3.1,3.5
4366,SP1,2024-01-03,Real Madrid,Mallorca,1,0,H,0,0,D,17,7,5,0,5,15,5,4,2,3,0,0,1.2,6.5,15.0
4367,SP1,2024-01-04,Osasuna,Almeria,1,0,H,1,0,H,14,4,2,0,14,5,5,4,1,2,0,0,1.7,4.0,4.75
4368,SP1,2024-01-04,Sevilla,Ath Bilbao,0,2,A,0,1,A,11,15,2,6,9,19,5,4,3,1,0,0,3.0,3.3,2.38
4369,SP1,2024-01-04,Las Palmas,Barcelona,1,2,A,1,0,H,12,15,3,5,14,5,5,10,5,2,1,0,5.5,4.33,1.57
4370,SP1,2024-01-12,Sevilla,Alaves,2,3,A,0,2,A,19,16,4,8,12,13,5,4,4,3,0,0,1.91,3.4,4.2
4371,SP1,2024-01-13,Mallorca,Celta,1,1,D,1,1,D,17,6,6,2,18,18,10,1,4,1,0,0,2.5,3.1,3.0
4372,SP1,2024-01-13,Las Palmas,Villarreal,3,0,H,1,0,H,8,17,3,3,13,11,4,6,4,3,0,0,2.5,3.3,2.8
4373,SP1,2024-01-13,Betis,Granada,1,0,H,0,0,D,25,6,6,2,11,17,13,1,3,4,0,0,1.62,4.2,4.75
4374,SP1,2024-01-13,Ath Bilbao,Sociedad,2,1,H,2,0,H,10,9,3,1,16,21,5,5,1,4,0,0,2.0,3.4,3.8
4375,SP1,2024-01-14,Almeria,Girona,0,0,D,0,0,D,20,5,3,1,13,8,4,3,4,4,0,1,4.5,4.0,1.7
4376,SP1,2024-01-14,Cadiz,Valencia,1,4,A,1,1,D,10,9,2,5,15,15,3,1,4,2,0,0,2.88,3.0,2.7
4377,SP1,2024-01-19,Alaves,Cadiz,1,0,H,0,0,D,13,9,3,1,15,18,4,4,0,4,0,0,1.7,3.5,5.75
4378,SP1,2024-01-20,Valencia,Ath Bilbao,1,0,H,0,0,D,6,6,1,3,11,14,4,2,0,3,0,0,3.3,3.3,2.25
4379,SP1,2024-01-20,Villarreal,Mallorca,1,1,D,1,0,H,18,8,5,2,13,11,4,6,2,2,1,0,2.05,3.5,3.6
4380,SP1,2024-01-20,Vallecano,Las Palmas,0,2,A,0,1,A,16,10,3,5,19,8,12,0,3,1,1,0,1.85,3.3,4.5
4381,SP1,2024-01-20,Celta,Sociedad,0,1,A,0,1,A,6,6,2,2,12,18,6,3,1,2,0,0,3.25,3.0,2.4
4382,SP1,2024-01-21,Betis,Barcelona,2,4,A,0,1,A,14,11,5,4,12,9,3,4,1,2,0,0,4.33,3.8,1.8
4383,SP1,2024-01-21,Girona,Sevilla,5,1,H,3,1,H,12,9,8,3,9,11,4,5,0,2,0,0,1.73,4.0,4.5
4384,SP1,2024-01-21,Real Madrid,Almeria,3,2,H,0,2,A,18,10,6,2,9,17,6,3,3,5,0,0,1.13,10.0,17.0
4385,SP1,2024-01-21,Osasuna,Getafe,3,2,H,2,0,H,13,10,7,7,14,16,1,4,4,4,0,0,2.15,3.0,4.0
4386,SP1,2024-01-22,Granada,Ath Madrid,0,1,A,0,0,D,17,10,2,5,11,16,6,2,2,2,1,0,4.75,3.8,1.7
4387,SP1,2024-01-26,Almeria,Alaves,0,3,A,0,1,A,19,11,7,3,17,12,11,3,1,2,0,0,2.6,3.2,2.8
4388,SP1,2024-01-27,Las Palmas,Real Madrid,1,2,A,0,0,D,7,13,2,5,17,14,1,6,3,3,0,0,6.5,4.75,1.45
4389,SP1,2024-01-27,Barcelona,Villarreal,3,5,A,0,1,A,22,9,10,6,8,13,10,0,3,4,0,0,1.36,5.5,8.0
4390,SP1,2024-01-27,Sociedad,Vallecano,0,0,D,0,0,D,6,5,3,0,16,14,2,2,2,4,0,0,1.67,3.75,5.5
4391,SP1,2024-01-27,Mallorca,Betis,0,1,A,0,1,A,14,8,1,2,14,6,5,4,2,1,0,0,2.3,3.2,3.2
4392,SP1,2024-01-28,Cadiz,Ath Bilbao,0,0,D,0,0,D,9,8,2,0,13,14,6,8,4,2,0,0,5.5,3.4,1.73
4393,SP1,2024-01-28,Celta,Girona,0,1,A,0,1,A,10,15,5,6,13,11,5,7,1,1,0,0,2.8,3.4,2.5
4394,SP1,2024-01-28,Ath Madrid,Valencia,2,0,H,1,0,H,12,10,8,3,9,9,3,6,2,0,0,0,1.45,4.33,7.0
4395,SP1,2024-01-28,Sevilla,Osasuna,1,1,D,1,0,H,10,11,5,4,19,13,2,4,3,0,1,0,2.0,3.4,3.75
4396,SP1,2024-01-29,Getafe,Granada,2,0,H,2,0,H,7,16,4,3,17,11,4,3,2,1,0,0,1.8,3.4,4.75
4397,SP1,2024-01-31,Ath Madrid,Vallecano,2,1,H,1,1,D,8,10,3,2,11,13,5,6,0,3,0,0,1.5,4.2,6.5
4398,SP1,2024-01-31,Barcelona,Osasuna,1,0,H,0,0,D,16,9,4,1,9,12,6,6,1,2,0,1,1.33,5.0,10.0
4399,SP1,2024-02-01,Getafe,Real Madrid,0,2,A,0,1,A,10,16,2,9,16,5,2,6,1,2,0,0,6.0,4.2,1.55
4400,SP1,2024-02-02,Ath Bilbao,Mallorca,4,0,H,2,0,H,13,6,6,2,17,15,6,2,0,1,0,0,1.53,3.9,7.0
4401,SP1,2024-02-03,Alaves,Barcelona,1,3,A,0,1,A,13,8,2,5,15,10,14,5,2,2,0,1,4.33,3.6,1.85
4402,SP1,2024-02-03,Granada,Las Palmas,1,1,D,1,0,H,3,16,1,6,6,16,2,9,4,3,1,1,2.3,3.2,3.3
4403,SP1,2024-02-03,Valencia,Almeria,2,1,H,2,0,H,7,15,2,5,17,16,0,6,4,5,0,0,1.65,3.75,5.5
4404,SP1,2024-02-03,Girona,Sociedad,0,0,D,0,0,D,11,11,3,2,8,19,3,4,2,3,0,0,2.1,3.4,3.5
4405,SP1,2024-02-04,Villarreal,Cadiz,0,0,D,0,0,D,19,8,4,2,14,14,13,2,3,1,0,0,1.62,4.0,5.5
4406,SP1,2024-02-04,Real Madrid,Ath Madrid,1,1,D,1,0,H,17,10,4,5,6,15,2,8,0,5,0,0,1.73,4.0,4.5
4407,SP1,2024-02-04,Osasuna,Celta,0,3,A,0,2,A,18,6,1,5,10,10,9,1,2,0,0,0,2.38,3.1,3.3
4408,SP1,2024-02-04,Betis,Getafe,1,1,D,1,1,D,9,11,3,2,9,19,3,5,7,4,0,0,1.91,3.4,4.2
4409,SP1,2024-02-05,Vallecano,Sevilla,1,2,A,1,2,A,22,10,5,6,8,10,6,0,2,2,0,0,2.15,3.3,3.5
4410,SP1,2024-02-09,Cadiz,Betis,0,2,A,0,1,A,14,13,5,5,12,10,5,3,1,1,0,0,3.0,3.0,2.6
4411,SP1,2024-02-10,Sociedad,Osasuna,0,1,A,0,0,D,21,9,3,2,11,11,7,4,0,0,0,0,1.85,3.2,5.0
4412,SP1,2024-02-10,Las Palmas,Valencia,2,0,H,0,0,D,8,7,3,1,9,9,5,0,2,0,0,0,2.75,3.0,2.9
4413,SP1,2024-02-10,Real Madrid,Girona,4,0,H,2,0,H,16,5,6,0,9,12,0,2,1,2,0,0,1.45,5.0,6.0
4414,SP1,2024-02-10,Alaves,Villarreal,1,1,D,1,1,D,17,12,4,4,7,11,10,9,0,2,0,0,2.2,3.4,3.3
4415,SP1,2024-02-11,Getafe,Celta,3,2,H,2,0,H,11,9,4,4,16,13,0,4,1,2,0,0,2.2,3.1,3.6
4416,SP1,2024-02-11,Sevilla,Ath Madrid,1,0,H,1,0,H,10,16,6,5,8,5,2,7,2,1,0,0,3.5,3.5,2.05
4417,SP1,2024-02-11,Mallorca,Vallecano,2,1,H,0,0,D,8,11,5,4,17,11,5,1,4,0,0,0,2.3,3.0,3.4
4418,SP1,2024-02-11,Barcelona,Granada,3,3,D,1,1,D,11,11,6,5,13,9,6,2,1,2,0,0,1.22,7.5,10.0
4419,SP1,2024-02-12,Almeria,Ath Bilbao,0,0,D,0,0,D,10,12,4,4,17,15,4,10,4,1,1,0,4.33,4.0,1.73
4420,SP1,2024-02-16,Villarreal,Getafe,1,1,D,0,1,A,20,11,7,2,13,13,8,3,0,1,0,0,1.95,3.5,3.8
4421,SP1,2024-02-17,Ath Madrid,Las Palmas,5,0,H,2,0,H,13,11,7,2,19,9,3,5,2,2,0,0,1.5,4.75,6.5
4422,SP1,2024-02-17,Osasuna,Cadiz,2,0,H,0,0,D,11,5,4,1,20,12,5,4,4,2,0,0,1.75,3.3,5.5
4423,SP1,2024-02-17,Valencia,Sevilla,0,0,D,0,0,D,14,1,4,1,5,8,7,2,0,1,0,0,2.25,3.3,3.3
4424,SP1,2024-02-17,Celta,Barcelona,1,2,A,0,1,A,13,14,4,4,11,13,2,5,2,4,0,0,3.8,3.8,1.85
4425,SP1,2024-02-18,Vallecano,Real Madrid,1,1,D,1,1,D,8,11,3,4,17,7,4,10,4,3,0,1,6.0,3.75,1.62
4426,SP1,2024-02-18,Granada,Almeria,1,1,D,0,1,A,19,13,7,3,13,22,10,4,2,3,0,0,2.1,3.5,3.4
4427,SP1,2024-02-18,Betis,Alaves,0,0,D,0,0,D,13,13,2,4,13,9,6,8,5,2,0,0,2.1,3.3,3.75
4428,SP1,2024-02-18,Mallorca,Sociedad,1,2,A,1,1,D,4,19,1,5,12,18,3,9,7,5,1,0,3.4,2.8,2.5
4429,SP1,2024-02-19,Ath Bilbao,Girona,3,2,H,1,0,H,14,12,7,6,16,13,3,4,1,2,0,0,1.91,3.6,4.0
4430,SP1,2024-02-23,Sociedad,Villarreal,1,3,A,0,1,A,21,6,8,4,15,14,13,2,3,4,0,0,1.73,3.6,5.0
4431,SP1,2024-02-24,Almeria,Ath Madrid,2,2,D,1,1,D,9,18,4,9,13,12,2,7,1,1,0,0,4.75,4.0,1.7
4432,SP1,2024-02-24,Alaves,Mallorca,1,1,D,0,0,D,9,15,1,8,7,15,3,3,0,2,0,0,1.91,3.0,5.0
4433,SP1,2024-02-24,Barcelona,Getafe,4,0,H,1,0,H,17,10,9,4,12,18,5,8,1,4,0,0,1.4,5.0,7.0
4434,SP1,2024-02-25,Real Madrid,Sevilla,1,0,H,0,0,D,16,4,6,1,10,13,7,2,1,3,0,0,1.29,6.0,9.0
4435,SP1,2024-02-25,Cadiz,Celta,2,2,D,0,1,A,19,7,6,3,13,20,9,1,2,3,0,0,3.1,3.0,2.5
4436,SP1,2024-02-25,Betis,Ath Bilbao,3,1,H,2,1,H,13,3,5,1,14,12,5,3,1,6,0,1,3.6,3.1,2.2
4437,SP1,2024-02-25,Las Palmas,Osasuna,1,1,D,0,0,D,9,6,3,2,6,15,6,7,2,1,0,0,2.38,2.9,3.5
4438,SP1,2024-02-26,Girona,Vallecano,3,0,H,0,0,D,14,7,8,1,13,16,2,2,3,5,0,1,1.65,4.2,4.75
4439,SP1,2024-03-01,Celta,Almeria,1,0,H,0,0,D,15,3,6,0,8,14,7,0,1,2,0,1,1.85,3.6,4.2
4440,SP1,2024-03-02,Vallecano,Cadiz,1,1,D,0,0,D,9,16,5,5,14,17,4,9,1,1,0,0,1.8,3.3,5.25
4441,SP1,2024-03-02,Valencia,Real Madrid,2,2,D,2,1,H,12,10,5,5,18,11,2,2,2,3,0,1,5.25,3.8,1.67
4442,SP1,2024-03-02,Getafe,Las Palmas,3,3,D,3,1,H,16,14,5,5,28,9,4,4,4,1,0,0,2.0,3.1,4.33
4443,SP1,2024-03-02,Sevilla,Sociedad,3,2,H,2,1,H,12,13,5,4,12,15,2,5,1,2,0,0,2.6,3.0,3.0
4444,SP1,2024-03-03,Villarreal,Granada,5,1,H,3,0,H,16,9,10,3,12,15,6,4,1,2,0,0,1.65,4.0,5.0
4445,SP1,2024-03-03,Mallorca,Girona,1,0,H,1,0,H,16,15,2,4,19,9,8,5,5,0,0,0,3.25,3.2,2.3
4446,SP1,2024-03-03,Ath Bilbao,Barcelona,0,0,D,0,0,D,8,8,2,2,14,11,4,4,3,3,0,0,2.88,3.5,2.4
4447,SP1,2024-03-03,Ath Madrid,Betis,2,1,H,2,0,H,17,12,12,6,9,12,4,6,1,2,0,0,1.57,4.2,5.75
4448,SP1,2024-03-04,Osasuna,Alaves,1,0,H,0,0,D,15,10,4,4,15,11,5,5,2,1,0,0,2.38,3.1,3.25
4449,SP1,2024-03-08,Barcelona,Mallorca,1,0,H,0,0,D,20,9,6,3,9,14,4,1,1,1,0,0,1.44,4.75,6.5
4450,SP1,2024-03-09,Cadiz,Ath Madrid,2,0,H,1,0,H,7,8,3,4,20,15,3,1,4,5,0,0,4.75,3.6,1.73
4451,SP1,2024-03-09,Valencia,Getafe,1,0,H,1,0,H,10,15,3,5,10,19,5,5,2,3,0,0,2.0,3.2,4.2
4452,SP1,2024-03-09,Granada,Sociedad,2,3,A,2,1,H,13,11,6,8,17,11,4,6,1,2,0,0,4.5,3.3,1.85
4453,SP1,2024-03-09,Girona,Osasuna,2,0,H,1,0,H,11,7,6,1,10,16,5,7,3,3,0,0,1.62,4.2,5.25
4454,SP1,2024-03-10,Betis,Villarreal,2,3,A,2,1,H,13,6,4,4,12,17,11,4,3,4,1,1,2.05,3.5,3.4
4455,SP1,2024-03-10,Alaves,Vallecano,1,0,H,1,0,H,12,9,4,3,13,10,7,5,2,2,0,0,2.15,3.1,3.75
4456,SP1,2024-03-10,Las Palmas,Ath Bilbao,0,2,A,0,1,A,14,7,2,2,8,14,10,3,3,3,0,0,4.0,3.3,2.0
4457,SP1,2024-03-10,Real Madrid,Celta,4,0,H,1,0,H,24,11,13,1,8,13,12,1,2,3,0,0,1.3,6.0,8.0
4458,SP1,2024-03-11,Almeria,Sevilla,2,2,D,1,0,H,14,19,4,6,6,11,1,8,2,2,0,0,3.1,3.3,2.38
4459,SP1,2024-03-15,Sociedad,Cadiz,2,0,H,1,0,H,14,13,6,2,15,6,8,2,3,1,0,0,1.5,4.0,8.5
4460,SP1,2024-03-16,Mallorca,Granada,1,0,H,0,0,D,18,8,8,3,17,9,10,2,2,0,0,0,1.83,3.3,5.0
4461,SP1,2024-03-16,Ath Bilbao,Alaves,2,0,H,2,0,H,16,7,4,3,7,13,5,4,1,3,0,0,1.55,3.75,7.0
4462,SP1,2024-03-16,Osasuna,Real Madrid,2,4,A,1,2,A,9,17,4,9,18,9,5,7,3,2,0,0,5.75,4.2,1.55
4463,SP1,2024-03-16,Getafe,Girona,1,0,H,1,0,H,11,13,3,3,16,13,2,5,4,4,0,0,3.1,3.5,2.25
4464,SP1,2024-03-17,Vallecano,Betis,2,0,H,1,0,H,8,11,4,1,22,16,4,8,4,4,0,0,2.5,3.25,3.0
4465,SP1,2024-03-17,Ath Madrid,Barcelona,0,3,A,0,1,A,12,9,3,5,15,9,7,3,3,1,1,0,2.38,3.6,2.8
4466,SP1,2024-03-17,Sevilla,Celta,1,2,A,1,0,H,11,18,4,5,13,6,3,8,4,0,0,0,2.0,3.4,3.75
4467,SP1,2024-03-17,Las Palmas,Almeria,0,1,A,0,1,A,21,3,6,2,8,17,11,3,2,2,0,0,1.95,3.5,4.0
4468,SP1,2024-03-17,Villarreal,Valencia,1,0,H,0,0,D,13,14,7,7,12,12,6,2,5,1,0,0,2.05,3.5,3.6
4469,SP1,2024-03-29,Cadiz,Granada,1,0,H,0,0,D,13,10,5,2,17,14,5,2,2,4,0,0,2.0,3.3,4.2
4470,SP1,2024-03-30,Valencia,Mallorca,0,0,D,0,0,D,14,11,5,3,8,11,3,3,0,2,0,0,2.05,3.0,4.2
4471,SP1,2024-03-30,Barcelona,Las Palmas,1,0,H,0,0,D,14,8,2,0,11,9,6,1,5,1,0,1,1.25,6.5,10.0
4472,SP1,2024-03-30,Almeria,Osasuna,0,3,A,0,2,A,12,6,5,4,12,14,6,1,3,2,0,0,2.63,3.2,2.8
4473,SP1,2024-03-30,Getafe,Sevilla,0,1,A,0,1,A,18,10,5,3,11,15,7,3,4,5,0,0,2.55,3.1,3.0
4474,SP1,2024-03-31,Real Madrid,Ath Bilbao,2,0,H,1,0,H,9,7,4,3,9,13,4,7,2,1,0,0,1.53,4.33,6.0
4475,SP1,2024-03-31,Alaves,Sociedad,0,1,A,0,0,D,3,12,0,3,10,15,3,8,2,2,0,0,3.5,2.9,2.38
4476,SP1,2024-03-31,Celta,Vallecano,0,0,D,0,0,D,13,8,0,2,12,16,3,2,3,3,0,0,1.95,3.3,4.0
4477,SP1,2024-03-31,Girona,Betis,3,2,H,1,1,D,9,7,5,4,13,14,5,4,3,4,0,0,1.75,3.8,4.75
4478,SP1,2024-04-01,Villarreal,Ath Madrid,1,2,A,0,1,A,11,14,2,8,14,22,3,3,3,3,0,0,2.9,3.75,2.25
4479,SP1,2024-04-04,Granada,Valencia,0,1,A,0,0,D,13,6,3,2,20,15,5,4,3,1,0,0,3.4,3.1,2.3
4480,SP1,2024-04-12,Betis,Celta,2,1,H,0,0,D,15,12,3,5,7,10,6,5,1,0,0,0,2.1,3.4,3.5
4481,SP1,2024-04-13,Mallorca,Real Madrid,0,1,A,0,0,D,6,16,2,9,18,7,4,2,2,1,0,0,5.0,3.6,1.75
4482,SP1,2024-04-13,Vallecano,Getafe,0,0,D,0,0,D,11,7,2,0,17,19,3,0,4,6,0,0,2.2,3.0,3.7
4483,SP1,2024-04-13,Cadiz,Barcelona,0,1,A,0,1,A,14,12,3,2,17,15,8,4,3,3,0,0,4.33,3.6,1.83
4484,SP1,2024-04-13,Ath Madrid,Girona,3,1,H,2,1,H,17,12,4,5,18,12,2,0,3,2,0,0,1.91,3.6,3.8
4485,SP1,2024-04-14,Las Palmas,Sevilla,0,2,A,0,1,A,5,10,2,3,8,13,6,2,3,3,1,0,2.7,3.2,2.7
4486,SP1,2024-04-14,Granada,Alaves,2,0,H,2,0,H,9,8,3,3,16,11,1,5,3,2,0,0,3.0,3.0,2.55
4487,SP1,2024-04-14,Sociedad,Almeria,2,2,D,1,1,D,17,7,4,3,16,8,5,1,2,2,1,0,1.33,5.0,10.0
4488,SP1,2024-04-14,Ath Bilbao,Villarreal,1,1,D,0,0,D,13,10,6,2,13,12,3,1,3,3,0,1,1.75,4.0,4.33
4489,SP1,2024-04-15,Osasuna,Valencia,0,1,A,0,1,A,13,4,2,3,10,10,4,1,0,2,0,0,2.2,3.1,3.75
4490,SP1,2024-04-19,Ath Bilbao,Granada,1,1,D,1,1,D,17,5,6,0,11,15,11,4,4,2,0,0,1.25,6.0,11.0
4491,SP1,2024-04-20,Celta,Las Palmas,4,1,H,2,1,H,21,9,13,4,10,9,8,4,1,0,0,0,1.73,3.75,5.0
4492,SP1,2024-04-20,Vallecano,Osasuna,2,1,H,0,1,A,17,6,6,2,9,15,5,1,4,1,0,0,2.2,3.1,3.6
4493,SP1,2024-04-20,Valencia,Betis,1,2,A,0,1,A,8,12,5,6,18,10,7,6,2,3,0,0,2.2,3.2,3.5
4494,SP1,2024-04-20,Girona,Cadiz,4,1,H,2,0,H,10,12,5,5,11,14,2,4,1,2,0,0,1.4,4.75,8.0
